cl	id	x_pca	y_pca	z_pca	x_tsne	y_tsne	z_tsne	x_k2	y_k2	z_k2	cl_pca	cl_tsne	cl_k2	cl_kn
31	1110.59375	-0.016476865218749998	-0.052942066015625004	0.16510567387499997	-8.574685253124999	0.3387936853124999	-9.916519375	-0.015608620937500001	-0.42807846537499994	-0.1839239920625		31		
27	1165.5675675675675	0.053488095972972965	-0.10792502864864865	0.034758326540540535	-3.8425736702702693	11.95439964864865	1.4231454383783784	-0.1639065542162162	0.1883981851351351	-0.06540000005405407		27		
0	990.8666666666667	0.029885387933333337	-0.09078925906666667	-0.14138724066666664	16.0559108	3.0628804999999995	4.824392233333334	-0.392388576	-0.3383517626666667	-0.016783843266666702		0		
40	797.7333333333333	-0.17091368866666665	-0.054240161599999996	-0.07971381859999999	4.954047786666667	5.685178133333333	15.429506266666664	-0.07797448593333334	-0.3029684293333333	0.3047177176666668		40		
39	1098.1904761904761	-0.07930541357142855	-0.09719847114285714	-0.03853688742857143	2.8582023904761904	0.5274614880952381	-5.754130366666667	0.25996352976190484	0.5335604480952382	-0.002658742380952375		39		
38	1114.625	-0.018968155055	0.039082209374999996	-0.009381187874999999	1.3756810937500004	-3.8289331437500005	-6.663931862499999	0.031733306425	-0.03574008375	-0.032857683999999984		38		
6	1241.090909090909	0.23684186999999995	-0.05703235554545454	0.01017486705909091	18.326681	-9.203904909090907	-5.942560931818184	-0.3308521163636364	-0.39766734363636363	-0.4826585836363637		6		
23	1089.0344827586207	-0.08262253598724137	0.12694216165517241	-0.07615526679310344	0.7495557097586205	-11.584707827586207	7.068919024137932	0.5524925572413794	-0.1573193450344828	0.026044256517241324		23		
4	1300.125	-0.09488850162500001	0.09298439937499998	0.060947715062500005	-11.38248278125	-7.42469826875	0.363353761375	0.5115919715625	-0.172240944375	0.2382128575		4		
5	1067.9166666666667	0.059378480166666685	0.10024951208333333	-0.024645002458333343	1.362796825833333	-11.889344854166666	-1.451186017083333	0.25695078333333327	0.32358638158333336	-0.19210040708333334		5		
26	1080.5111111111112	-0.06912769533555557	-0.003928975893333334	0.06629369105111113	-5.971387002222224	0.06587850871333328	-0.3785624197777778	0.0545577304888889	0.1268185721777778	0.011363968555555529		26		
29	1059.0666666666666	-0.09048427466666666	0.055333272233333335	-0.11627415420000001	-5.037350839999999	-12.345454466666668	9.723129566666666	0.38396347399999997	-0.50453019	-0.13870681866666665		29		
30	928.25	-0.048871703846153844	-0.10575399030769234	0.08950826507692307	-4.519281578846153	6.343336925000001	-5.448856859615385	-0.27667813255769225	-0.08350818559615385	0.5259120394807695		30		
17	905.25	-0.14054298906249998	-0.14961721362499997	-0.19958687593750005	10.033508234375	6.110619156249999	7.297777574999999	0.36000362508000006	-0.30731602336249997	0.08639467374999997		17		
24	1188.409090909091	0.18039817999999996	0.04447881340909092	0.0026224599004545453	6.064947945454546	-10.441097131818182	-7.942712140909091	-0.04099080536818182	0.4446073159090909	-0.1297943715909091		24		
33	957.625	-0.006455530082812497	0.1533808175	0.0932898733484375	-13.8422211171875	0.76949335046875	3.0855731096875	0.22269977000000007	0.05663737122812498	0.25728909756249996		33		
37	1142.9166666666667	0.11011812716666665	0.15368193637500002	0.017595138833333336	-2.999613841666667	-7.820081449999999	-8.274209495833334	0.29359558569583327	0.5213693798333333	-0.18630387164583337		37		
36	1096.658536585366	-0.0828083426390244	0.007244916024390244	-0.10572103963414635	3.3937412902439013	-0.7312437472439023	14.92669731707317	0.3859824007804879	-0.48565961512195127	-0.01214734341463415		36		
41	812.0370370370371	0.028180891651851853	-0.11001746985185185	-0.03153371595037036	1.4690510859259254	13.053942092592592	8.179007433333334	-0.3601887540740741	-0.1746541398148148	0.009120285555555581		41		
43	1060.875	-0.07009145145833333	0.0023538418583333334	-0.08653498570833335	0.3679423048333333	6.819817974999999	9.711411437500002	-0.11269435774999997	-0.18246679337500002	0.09755654645833328		43		
42	1176.7058823529412	-0.10829825082352941	-0.06554357282352942	-0.0663915628235294	4.40190145882353	9.022164588235295	11.526890794117648	0.5962979105882352	0.19306029352941179	-0.06091912411764706		42		
28	1005.5769230769231	-0.10458347853846153	0.06005055046153847	0.02945121361538461	-9.182788573076921	-8.79255423076923	8.135879299999997	0.24301881769230768	-0.2620183159615384	0.3702514223076924		28		
10	1123.2372881355932	-0.0230353618440678	-0.07451203518644069	0.20425687440677964	-10.405146413559324	8.507764167796608	-13.192890508474576	-0.08860961682796613	-0.07925724040677966	-0.0512321840101695		10		
35	1210.095238095238	-0.0691117250952381	0.0466550490952381	-0.13716834123809526	-0.907011692857143	-1.386236214761905	17.452774428571427	-0.024156819571428578	-0.2066547677142857	0.42985950809523804		35		
34	835.3469387755102	-0.13319269089795918	0.01292701246122449	0.006042305815816329	-6.813985075510202	1.575373106938775	9.454750553061222	0.0726514909510204	0.1352646710857143	-0.004159180408163295		34		
3	1136.7884615384614	-0.11165871686538462	0.10630982586538458	0.04987332274423077	-8.658348284615382	-13.08385656730769	-0.7859267048653849	0.5308733020576922	0.48439124036538483	-0.11670882819230767		3		
32	987.4516129032259	0.018472856267741932	0.043325152157741936	-0.08569269354838709	6.577932961290322	-8.36804788387097	11.554211435483873	0.0642347966451613	0.07149788722580644	0.07835183258064511		32		
11	1052.6142857142856	-0.05254523287142857	-0.11105619491428571	0.10869429703428571	0.9871750386428575	5.4261690346857145	-13.168709128571425	-0.08636105654714284	0.19772852128571428	0.31774556764285716		11		
13	995.1538461538462	0.050381597861538466	0.1334424353846154	0.053617725692307674	3.8195299615384615	-8.042259523076924	-14.529805615384614	-0.013493195423076922	-0.026452649365384613	0.1837428235384615		13		
9	1048.04	-0.09149690364000002	0.005112325930133334	0.02049958650933332	-10.284983553333337	10.390367893333336	6.52378368	0.07084245794813335	-0.026419033173333325	-0.069463251308		9		
22	990.6333333333333	0.06020745328333332	0.19981517016666664	-0.05198948305555	-1.3931502949000005	-18.33533955	0.1307482826666667	0.4777752132666665	-0.07603131146666667	0.06441069300000003		22		
21	1078.5384615384614	-0.049344095807692306	-0.045401461384615385	0.0006652443646153848	5.117403769230768	8.734300534615384	-5.992554996153848	0.31617217076923076	-0.44664749423076927	0.1503372842307692		21		
16	1011.5	-0.08875534619571432	0.04091168536428572	-0.17844151221428572	-3.606721925	-12.510466517857143	13.822887035714286	0.36344371000000014	-0.6588721278571429	-0.5654597807142855		16		
18	816.0	0.02747770982352941	-0.05719864902941176	-0.11481108611764705	8.433212070588235	0.6279995938235293	5.855050964705882	0.17975270841176472	0.17841211352941175	0.2645785729411764		18		
19	1141.75	0.01779837375625	-0.10752917740625001	0.0033271522968750006	9.727591621875002	2.8820479425000007	-9.484509034374998	-0.29807098028125	0.43545125265625007	0.15663885371874994		19		
1	1071.516129032258	0.12118087307419356	-0.012305105709677418	-0.15151784593548387	18.00184941935484	-2.1823817541935484	7.024956054838708	-0.23378904183870972	-0.1966158438709678	0.0324694647419355		1		
2	1007.1081081081081	0.008635225080810811	0.10206339075945949	0.07165645737837836	-18.617548486486495	-2.7147709435135137	-3.6976831783783792	-0.3656277429729729	0.0723801075135135	0.007106043351351335		2		
8	975.5151515151515	-0.002528676928181816	-0.07659969659090908	0.06930112496515153	0.671486826862121	16.042041613636364	-5.7258669742424235	-0.35584587378787885	0.25894389876060603	0.47321457295454544		8		
7	1025.3034482758621	0.2466427569655173	-0.023569698917241377	-0.028938837896551734	11.813289637931039	-6.685375892413794	-1.1834912951282757	-0.5575951042068966	0.21260139415862067	-0.37065944493793096		7		
25	974.7906976744187	-0.09999980655813953	0.14948358686046506	0.018564824446511627	-4.925109632558141	-6.310331260465116	3.636766662790697	0.2924007639534883	-0.2423702504651163	0.408907293209302		25		
14	1036.142857142857	0.15670036095238093	0.0054200403	0.05887441142857143	9.048823152380951	-6.691116490476189	-16.563125380952382	-0.05566338380952381	0.8854477428571427	0.24660257428571422		14		
15	1231.3235294117646	-0.02496812412941176	-0.17556994411764706	-0.16938077441176475	10.968677426470588	12.916160426470592	2.650934723529412	0.5620460138235295	-0.6421920847058823	-0.15732173547058823		15		
20	1019.1739130434783	0.03647500167391304	-0.02411179848695652	-0.01695936993478261	11.809808869565218	9.857517304347825	-4.813236095652172	-0.045867555217391325	-0.2451431759130435	0.07033342130434792		20		
12	970.4545454545455	0.016594686954545454	-0.13393585818181816	0.10463315995454546	-5.188980854545454	14.19032577272727	-15.344307204545457	-0.11107279363636362	-0.737674435909091	0.3570797209090909		12		
-1	1070.6484375	-0.00391036850453125	0.0011290041078515613	-0.010827509283457024	-0.25610759612500017	0.37831939344531235	1.3319154375781248	0.11760463240365232	-0.042083128206249994	0.05603507168808602		-1		
